Linux 7.1.12-200.fc44.x86_64 (fedora) 	06/09/26 	_x86_64_	(16 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:56 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      6.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:57 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:58 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:59 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:00 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   69056   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:01 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   69056   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:02 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   69056   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:03 PM IST  1000     37042    3.00    1.00    0.00    0.00    4.00     5      5.00      0.00 2919300   69056   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:04 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65164   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:05 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:06 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      7.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:07 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:08 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:09 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      5.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:10 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:11 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:12 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      5.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:13 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65292   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:14 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65420   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:15 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65420   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:16 PM IST  1000     37042    3.00    0.00    0.00    0.00    3.00     5     13.00      0.00 2919300   65420   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:17 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65420   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:18 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65420   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:19 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      4.00      0.00 2919300   65420   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:20 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65420   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:21 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65548   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:22 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65548   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:23 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      7.00      0.00 2919300   65548   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:24 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65548   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:25 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65804   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:26 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65804   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:27 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65804   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:28 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65804   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:29 PM IST  1000     37042    3.00    1.00    0.00    0.00    4.00     5     15.00      0.00 2919300   65932   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:30 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:31 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:32 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:33 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:34 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:35 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:36 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      2.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:37 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:38 PM IST  1000     37042    0.99    0.00    0.00    0.00    0.99     5      0.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:39 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:40 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:41 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:42 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66060   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:43 PM IST  1000     37042    3.00    0.00    0.00    0.00    3.00     5    220.00      0.00 2919300   66828   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:44 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      0.00      0.00 2919300   66828   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:45 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66828   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:46 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      0.00      0.00 2919300   66828   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:47 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66828   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:10:48 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      0.00      0.00 2919300   66828   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
